NCM,Excecao,Descricao,Aliquota
90.13,,"Lasers, exceto diodos laser; outros aparelhos e instrumentos de óptica, não especificados nem compreendidos noutras posições do presente Capítulo.","18,81"
9013.1,,"- Miras telescópicas para armas; periscópios; lunetas para máquinas, aparelhos ou instrumentos do presente Capítulo ou da Seção XVI",
9013.10.10,,Miras telescópicas para armas ,
9013.10.90,,Outros ,0
9013.20.00,,"- Lasers, exceto diodos laser ",0
9013.80.00,,"- Outros dispositivos, aparelhos e instrumentos ",
9013.80.00,01,Conta-fios,
9013.90.00,,- Partes e acessórios ,0
90.14,,"Bússolas, incluindo as agulhas de marear; outros instrumentos e aparelhos de navegação.","5,2"
9014.10.00,,"- Bússolas, incluindo as agulhas de marear ",0
9014.2,,- Instrumentos e aparelhos para navegação aérea ou espacial (exceto bússolas),"2,6"
9014.20.10,,Altímetros ,0
9014.20.20,,Pilotos automáticos ,"2,6"
9014.20.30,,Inclinômetros ,0
9014.20.90,,Outros ,"5,2"
9014.8,,- Outros aparelhos e instrumentos,"6,5"
9014.80.10,,Sondas acústicas (ecobatímetros) ou de ultrassom (sonar e semelhantes) ,
9014.80.90,,Outros ,0
9014.90.00,,- Partes e acessórios ,0
90.15,,"Instrumentos e aparelhos de geodésia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geofísica, exceto bússolas; telêmetros.",0
9015.10.00,,- Telêmetros ,0
9015.2,,- Teodolitos e taqueômetros,
9015.20.10,,Com sistema de leitura por meio de prisma ou micrômetro óptico e precisão de leitura de 1 segundo ,0
9015.20.90,,Outros ,0
9015.30.00,,- Níveis ,0
9015.40.00,,- Instrumentos e aparelhos de fotogrametria ,"3,25"
9015.8,,- Outros instrumentos e aparelhos,0
9015.80.10,,Molinetes hidrométricos ,"3,25"
9015.80.90,,Outros ,
9015.9,,- Partes e acessórios,
9015.90.10,,De instrumentos ou aparelhos da subposição 9015.40 ,"6,5"
9015.90.90,,Outros ,0
9016,,"Balanças sensíveis a pesos inferiores ou iguais a 5 cg, mesmo com pesos.","2,6"
9016.00.10,,"Sensíveis a pesos não superiores a 0,2 mg ",0
9016.00.90,,Outras ,"2,6"
90.17,,"Instrumentos de desenho, de traçado ou de cálculo (por exemplo, máquinas de desenhar, pantógrafos, transferidores, estojos de desenho, réguas de cálculo e discos de cálculo); instrumentos de medida de distâncias de uso manual (por exemplo, metros, micrômetros, paquímetros e calibres), não especificados nem compreendidos noutras posições do presente Capítulo.",0
9017.1,,"- Mesas e máquinas de desenhar, mesmo automáticas","5,2"
9017.10.10,,Automáticas ,0
9017.10.90,,Outras ,
9017.20.00,,"- Outros instrumentos de desenho, de traçado ou de cálculo ",0
9017.3,,"- Micrômetros, paquímetros, calibres e semelhantes",0
9017.30.10,,Micrômetros ,0
9017.30.20,,Paquímetros ,0
9017.30.90,,Outros ,
9017.8,,- Outros instrumentos,0
9017.80.10,,Metros ,"5,2"
9017.80.90,,Outros ,"2,6"
9017.9,,- Partes e acessórios,"5,2"
9017.90.10,,"De mesas ou máquinas de desenhar, automáticas ","6,5"
9017.90.90,,Outros ,0
90.18,,"Instrumentos e aparelhos para medicina, cirurgia, odontologia e veterinária, incluindo os aparelhos para cintilografia e outros aparelhos eletromédicos, bem como os aparelhos para testes visuais.",0
9018.1,,- Aparelhos de eletrodiagnóstico (incluindo os aparelhos de exploração funcional e os de verificação de parâmetros fisiológicos):,"3,25"
9018.11.00,,-- Eletrocardiógrafos ,
9018.12,,-- Aparelhos de diagnóstico por varredura ultrassônica (scanners),"5,2"
9018.12.10,,Ecógrafos com análise espectral Doppler ,"6,5"
9018.12.90,,Outros ,"2,6"
9018.13.00,,-- Aparelhos de diagnóstico de imagem por ressonância magnética ,0
9018.14,,-- Aparelhos de cintilografia,0
9018.14.10,,Scanner de tomografia por emissão de posítrons (PET - Positron Emission Tomography) ,0
9018.14.20,,Câmaras gama ,0
9018.14.90,,Outros ,
9018.19,,-- Outros,
9018.19.10,,Endoscópios ,0
9018.19.20,,Audiômetros ,0
9018.19.80,,Outros ,0
9018.19.90,,Partes ,0
9018.2,,- Aparelhos de raios ultravioleta ou infravermelhos,0
9018.20.10,,"Para cirurgia, que operem por laser ",0
9018.20.20,,"Outros, para tratamento bucal, que operem por laser ",
9018.20.90,,Outros ,"3,25"
9018.3,,"- Seringas, agulhas, cateteres, cânulas e instrumentos semelhantes:","3,25"
9018.31,,"-- Seringas, mesmo com agulhas",
9018.31.1,,De plástico,"16,25"
9018.31.11,,De capacidade inferior ou igual a 2 cm3 ,0
9018.31.19,,Outras ,"3,25"
9018.31.90,,Outras ,"6,5"
9018.32,,-- Agulhas tubulares de metal e agulhas para suturas,0
9018.32.1,,Tubulares de metal,
9018.32.11,,Gengivais ,"6,5"
9018.32.12,,"De aço cromo-níquel, bisel trifacetado e diâmetro exterior igual ou superior a 1,6 mm, do tipo utilizado com bolsas de sangue ",
9018.32.13,,"Agulhas ponta de lápis, do tipo utilizado em anestesia epidural ou raquidiana ","3,25"
9018.32.19,,Outras ,"3,25"
9018.32.20,,Para suturas ,0
9018.39,,-- Outros,
9018.39.10,,Agulhas ,"3,25"
9018.39.2,,"Sondas, cateteres e cânulas",
9018.39.21,,De borracha ,"3,25"
9018.39.22,,"Cateteres de poli(cloreto de vinila), para embolectomia arterial ","3,25"
9018.39.23,,"Cateteres de poli(cloreto de vinila), para termodiluição ",
9018.39.25,,"Sondas vesicais estéreis de poliuretano, com revestimento hidrofílico, de uso intermitente, apresentadas em embalagens com solução salina",
9018.39.26,,"Cateteres intravenosos periféricos, de plástico","3,25"
9018.39.29,,Outros ,"3,25"
9018.39.30,,Lancetas para vacinação e cautérios ,"3,25"
9018.39.9,,Outros,"3,25"
9018.39.91,,"Artigo para fístula arteriovenosa, composto de agulha, base de fixação tipo borboleta, tubo plástico com conector e obturador ","3,25"
9018.39.99,,Outros ,
9018.39.99,01,Para transfusão de sangue ou infusão intravenosa,"3,25"
9018.4,,- Outros instrumentos e aparelhos para odontologia:,"3,25"
9018.41.00,,"-- Aparelhos dentários de brocar, mesmo combinados numa base comum com outros equipamentos dentários ","3,25"
9018.49,,-- Outros,"3,25"
9018.49.1,,Brocas,"3,25"
9018.49.11,,De carboneto de tungstênio (volfrâmio) ,"3,25"
9018.49.12,,De aço-vanádio ,
9018.49.19,,Outras ,
9018.49.20,,Limas ,"3,25"
9018.49.40,,"Para tratamento bucal, que operem por projeção cinética de partículas ","3,25"
9018.49.9,,Outros,"3,25"
9018.49.91,,"Para desenho e construção de peças cerâmicas para restaurações dentárias, computadorizados",
9018.49.99,,Outros ,
9018.49.99,01,Cadeiras de dentista equipadas com aparelhos de odontologia,"3,25"
9018.5,,- Outros instrumentos e aparelhos para oftalmologia,"3,25"
9018.50.10,,"Microscópios binoculares, do tipo utilizado em cirurgia oftalmológica ","3,25"
9018.50.90,,Outros ,"3,25"
9018.9,,- Outros instrumentos e aparelhos,
9018.90.10,,Para transfusão de sangue ou infusão intravenosa ,
9018.90.2,,Bisturis,"3,25"
9018.90.21,,Elétricos ,"3,25"
9018.90.29,,Outros ,"3,25"
9018.90.3,,Litótomos e litotritores,"3,25"
9018.90.31,,Litotritores por onda de choque ,
9018.90.39,,Outros ,"3,25"
9018.90.40,,Rins artificiais ,"3,25"
9018.90.50,,Aparelhos de diatermia ,
9018.90.6,,Aparelhos para medida da pressão arterial,"3,25"
9018.90.61,,Que contenham mercúrio ,"3,25"
9018.90.69,,Outros ,"3,25"
9018.90.9,,Outros,"2,6"
9018.90.91,,Incubadoras para bebês ,"10,4"
9018.90.93,,"Aparelhos para terapia intra-uretral por micro-ondas (TUMT), próprios para o tratamento de
afecções prostáticas, computadorizados ",
9018.90.94,,Endoscópios ,"3,25"
9018.90.95,,"Grampos e clipes, seus aplicadores e extratores ","10,4"
9018.90.96,,Desfibriladores externos que operem unicamente em modo automático (AED - Automatic External Defibrillator) ,"2,6"
9018.90.99,,Outros ,"3,25"
9018.90.99,01,Conjunto descartável de circulação assistida e conjunto descartável de balão intra-aórtico,"10,4"
9018.90.99,02,Máquinas cicladoras para diálise peritoneal e seus acessórios,"2,6"
9018.90.99,03,"Equipamento de drenagem, cápsula protetora do adaptador de titânio, equipamentos de
transferência ou similar e equipamento cassete cicladora, para diálise peritoneal",
9018.90.99,04,Kits para aférese,
90.19,,"Aparelhos de mecanoterapia; aparelhos de massagem; aparelhos de psicotécnica; aparelhos de ozonoterapia, de oxigenoterapia, de aerossolterapia, aparelhos respiratórios de reanimação e outros aparelhos de terapia respiratória.","2,6"
9019.10.00,,- Aparelhos de mecanoterapia; aparelhos de massagem; aparelhos de psicotécnica ,"2,6"
9019.2,,"- Aparelhos de ozonoterapia, de oxigenoterapia, de aerossolterapia, aparelhos respiratórios de reanimação e outros aparelhos de terapia respiratória","2,6"
9019.20.10,,De oxigenoterapia ,
9019.20.20,,De aerossolterapia ,"3,25"
9019.20.30,,Respiratórios de reanimação ,"3,25"
9019.20.40,,Respiradores automáticos (pulmões de aço) ,"3,25"
9019.20.90,,Outros ,"3,25"
9020,,"Outros aparelhos respiratórios e máscaras contra gases, exceto as máscaras de proteção desprovidas de mecanismo e de elemento filtrante amovível.",
9020.00.10,,Máscaras contra gases ,"3,25"
9020.00.90,,Outros ,
90.21,,"Artigos e aparelhos ortopédicos, incluindo as cintas e fundas médico-cirúrgicas e as muletas; talas, goteiras e outros artigos e aparelhos para fraturas; artigos e aparelhos de prótese; aparelhos para facilitar a audição dos surdos e outros aparelhos para compensar uma deficiência ou uma incapacidade, destinados a serem transportados à mão ou sobre as pessoas ou a serem implantados no organismo.","3,25"
9021.1,,- Artigos e aparelhos ortopédicos ou para fraturas,"3,25"
9021.10.10,,Artigos e aparelhos ortopédicos ,"3,25"
9021.10.20,,Artigos e aparelhos para fraturas ,
9021.10.9,,Partes e acessórios,0
9021.10.91,,"De artigos e aparelhos de ortopedia, articulados ","3,25"
9021.10.99,,Outros ,
9021.2,,- Artigos e aparelhos de prótese dentária:,
9021.21,,-- Dentes artificiais,0
9021.21.10,,De acrílico ,0
9021.21.90,,Outros ,"3,25"
9021.29.00,,-- Outros ,0
9021.3,,- Outros artigos e aparelhos de prótese:,
9021.31,,-- Próteses articulares,35
9021.31.10,,Femurais ,
9021.31.20,,Mioelétricas ,35
9021.31.90,,Outras ,35
9021.39,,-- Outros,35
9021.39.1,,Válvulas cardíacas,35
9021.39.11,,Mecânicas ,35
9021.39.19,,Outras ,35
9021.39.20,,Lentes intraoculares ,35
9021.39.30,,Próteses de artérias vasculares revestidas ,35
9021.39.40,,Próteses mamárias não implantáveis ,
9021.39.80,,Outros ,"7,5"
9021.39.9,,Partes e acessórios,10
9021.39.91,,Partes de próteses modulares que substituem membros superiores ou inferiores ,"6,5"
9021.39.99,,Outros ,
9021.40.00,,"- Aparelhos para facilitar a audição dos surdos, exceto as partes e acessórios ",0
9021.50.00,,"- Marca-passos cardíacos (Estimuladores cardíacos*), exceto as partes e acessórios ",0
9021.9,,- Outros,
9021.90.1,,Aparelhos que se implantam no organismo para compensar uma deficiência ou uma incapacidade,9
9021.90.11,,Cardiodesfibriladores automáticos ,12
9021.90.12,,"Implantes expansíveis (stents), mesmo montados sobre cateter do tipo balão ",0
9021.90.13,,"Oclusores interauriculares constituídos por uma malha de fios de níquel e titânio preenchida com tecido de poliéster, mesmo apresentados com seu respectivo cateter ",
9021.90.19,,Outros ,"6,5"
9021.90.80,,Outros ,"6,5"
9021.90.9,,Partes e acessórios,
9021.90.91,,De marca-passos cardíacos ,
9021.90.92,,De aparelhos para facilitar a audição dos surdos ,"6,5"
9021.90.99,,Outros ,"6,5"
90.22,,"Aparelhos de raios X e aparelhos que utilizem radiações alfa, beta, gama ou outras radiações ionizantes, mesmo para usos médicos, cirúrgicos, odontológicos ou veterinários, incluindo os aparelhos de radiofotografia ou de radioterapia, os tubos de raios X e outros dispositivos geradores de raios X, os geradores de tensão, as mesas de comando, as telas de visualização, as mesas, cadeiras e suportes semelhantes para exame ou tratamento.","6,5"
9022.1,,"- Aparelhos de raios X, mesmo para usos médicos, cirúrgicos, odontológicos ou veterinários, incluindo os aparelhos de radiofotografia ou de radioterapia:",
9022.12.00,,-- Aparelhos de tomografia computadorizada ,"6,5"
9022.13,,"-- Outros, para odontologia","6,5"
9022.13.1,,De diagnóstico,"6,5"
9022.13.11,,De tomadas maxilares panorâmicas ,
9022.13.19,,Outros ,
9022.13.90,,Outros ,"6,5"
9022.14,,"-- Outros, para usos médicos, cirúrgicos ou veterinários","6,5"
9022.14.1,,De diagnóstico,"6,5"
9022.14.11,,Para mamografia ,"6,5"
9022.14.12,,Para angiografia ,
9022.14.13,,"Para densitometria óssea, computadorizados ","6,5"
9022.14.19,,Outros ,"6,5"
9022.14.90,,Outros ,"6,5"
9022.19,,-- Para outros usos,"6,5"
9022.19.10,,Espectrômetros ou espectrógrafos de raios X ,
9022.19.9,,Outros,"6,5"
9022.19.91,,"Do tipo utilizado para inspeção de bagagens, com túnel de altura inferior ou igual a 0,4 m, largura inferior ou igual a 0,6 m e comprimento inferior ou igual a 1,2 m ",0
9022.19.99,,Outros ,
9022.2,,"- Aparelhos que utilizem radiações alfa, beta, gama ou outras radiações ionizantes, mesmo para usos médicos, cirúrgicos, odontológicos ou veterinários, incluindo os aparelhos de radiofotografia ou de radioterapia:",0
9022.21,,"-- Para usos médicos, cirúrgicos, odontológicos ou veterinários",0
9022.21.10,,Aparelhos de radiocobalto (bombas de cobalto) ,"3,25"
9022.21.20,,"Outros, para gamaterapia ","3,25"
9022.21.90,,Outros ,0
9022.21.90,01,"Exceto aparelhos que utilizem radiações alfa, beta ou gama",0
9022.29,,-- Para outros usos,
9022.29.10,,"Para detecção do nível de enchimento ou tampas faltantes, em latas de bebidas, por meio de raios gama ","3,25"
9022.29.90,,Outros ,"3,25"
9022.30.00,,- Tubos de raios X ,"6,5"
9022.9,,"- Outros, incluindo as partes e acessórios",
9022.90.10,,Geradores de tensão ,
9022.90.20,,Telas radiológicas ,"6,5"
9022.90.80,,"Outros, excluindo as partes e acessórios ",
9022.90.9,,Partes e acessórios,"6,5"
9022.90.91,,De aparelhos de raios X ,"6,5"
9022.90.99,,Outros ,
9022.90.99,01,"Exceto partes e acessórios de aparelhos que utilizem radiações alfa, beta ou gama","6,5"
9023.00.00,,"Instrumentos, aparelhos e modelos, concebidos para demonstração (por exemplo, no ensino e nas exposições), não suscetíveis de outros usos. ",
9023.00.00,01,Lâmina preparada (preparação microscópica),"6,5"
9023.00.00,02,Modelos de anatomia para ensino,"6,5"
90.24,,"Máquinas e aparelhos para ensaios de dureza, tração, compressão, elasticidade ou de outras propriedades mecânicas de materiais (por exemplo, metais, madeira, têxteis, papel, plástico).","6,5"
9024.1,,- Máquinas e aparelhos para ensaios de metais,
9024.10.10,,Para ensaios de tração ou compressão ,"6,5"
9024.10.20,,Para ensaios de dureza ,
9024.10.90,,Outros ,"6,5"
9024.8,,- Outras máquinas e aparelhos,"6,5"
9024.80.1,,Máquinas e aparelhos para ensaios de têxteis,
9024.80.11,,"Automáticos, para fios ","6,5"
9024.80.19,,Outros ,"6,5"
9024.80.2,,"Máquinas e aparelhos para ensaios de papel, cartão, linóleo e plástico ou borracha flexíveis","6,5"
9024.80.21,,Máquinas para ensaios de pneumáticos ,
9024.80.29,,Outros ,"6,5"
9024.80.90,,Outros ,"6,5"
9024.90.00,,- Partes e acessórios ,0
90.25,,"Densímetros, areômetros, pesa-líquidos e instrumentos flutuantes semelhantes, termômetros, pirômetros, barômetros, higrômetros e psicrômetros, registradores ou não, mesmo combinados entre si.","6,5"
9025.1,,"- Termômetros e pirômetros, não combinados com outros instrumentos:",
9025.11,,"-- De líquido, de leitura direta",0
9025.11.1,,Termômetros clínicos,
9025.11.11,,Que contenham mercúrio ,0
9025.11.19,,Outros ,0
9025.11.9,,Outros,
9025.11.91,,Que contenham mercúrio ,"6,5"
9025.11.99,,Outros ,
9025.19,,-- Outros,"6,5"
9025.19.10,,Pirômetros ópticos ,13
9025.19.90,,Outros ,"6,5"
9025.80.00,,- Outros instrumentos ,13
9025.9,,- Partes e acessórios,"6,5"
9025.90.10,,De termômetros ,13
9025.90.90,,Outros ,"6,5"
90.26,,"Instrumentos e aparelhos para medida ou controle da vazão (caudal), do nível, da pressão ou de outras características variáveis dos líquidos ou gases (por exemplo, medidores de vazão (caudal), indicadores de nível, manômetros, contadores de calor), exceto os instrumentos e aparelhos das posições 90.14, 90.15, 90.28 ou 90.32.",13
9026.1,,- Para medida ou controle da vazão (caudal) ou do nível dos líquidos,"6,5"
9026.10.1,,Para medida ou controle da vazão (caudal),13
9026.10.11,,"Medidores-transmissores eletrônicos, que funcionem pelo princípio de indução eletromagnética ",
9026.10.19,,Outros ,"6,5"
9026.10.2,,Para medida ou controle do nível,13
9026.10.21,,"De metais, mediante correntes parasitas ","6,5"
